Name,Gender,Origin
Gilead,m,Biblical
Giles,m,English
Gilgamesh,m,Near Eastern Mythology
Gili,"m, f",Hebrew
Gill,f,English
Gilles,m,French
Gillespie,m,Scottish
Gillian,f,English
Gillis,m,Dutch
Gilroy,m,"Irish, Scottish"
Giltbert,m,Ancient Germanic
Gina,f,"Danish, English, Italian, Norwegian, Swedish"
Ginette,f,French
Ginevra,f,Italian
Ginger,f,English
Ginnie,f,English
Ginny,f,English
Gino,m,Italian
Gintaras,m,Lithuanian
Gintarė,f,Lithuanian
Gioacchino,m,Italian
Gioachino,m,Italian
Giobbe,m,Italian (Rare)
Gioconda,f,Italian
Gioele,m,Italian
Gioia,f,Italian
Gionata,m,Italian
Giordano,m,Italian
Giorgi,m,Georgian
Giorgia,f,Italian
Giorgina,f,Italian
Giorgino,m,Italian
Giorgio,m,Italian
Giorgos,m,Greek
Giosetta,f,Italian (Rare)
Giosuè,m,Italian
Giotto,m,Italian
Giovanna,f,Italian
Giovannetta,f,Italian
Giovanni,m,Italian
Giraldo,m,Italian
Girish,m,"Hindi, Indian, Kannada, Malayalam, Marathi"
Girisha,m,Hinduism
Girolamo,m,Italian
Gisa,f,German
Gisbert,m,"Ancient Germanic, German"
Gisela,f,"Dutch, German, Portuguese, Spanish"
Giselbert,m,Ancient Germanic
Gisella,f,Italian
Giselle,f,"English (Modern), French"
Gisila,f,Ancient Germanic
Gisilbert,m,Ancient Germanic
Gisilfrid,m,Ancient Germanic
Gislenus,m,Ancient Germanic (Latinized)
Gislin,m,Ancient Germanic
Gisselle,f,English (Modern)
Gisèle,f,French
Gita,f,"Hindi, Indian"
Githa,f,English (Archaic)
Gitta,f,German
Gittan,f,Swedish
Gitte,f,Danish
Gittel,f,Yiddish
Giuanna,f,Sardinian
Giuanne,m,Sardinian
Giuditta,f,Italian
Giulia,f,Italian
Giuliana,f,Italian
Giuliano,m,Italian
Giulietta,f,Italian
Giulio,m,Italian
Giuseppa,f,Italian
Giuseppe,m,Italian
Giuseppina,f,Italian
Giustina,f,Italian
Giustino,m,Italian
Givi,m,Georgian
Gizella,f,Hungarian
Gizi,f,Hungarian
Gi̇zem,f,Turkish
Gjergj,m,Albanian
Gjon,m,Albanian
Gjord,m,Swedish (Rare)
Gjorgji,m,Macedonian
Gjurd,m,Norwegian (Rare)
Gladwin,m,English (Rare)
Gladwyn,m,English (Rare)
Gladys,f,"English, Welsh"
Glanville,m,English (Rare)
Glaucia,"m, f",Ancient Roman
Glauco,m,"Italian, Portuguese, Spanish"
Glaucus,m,Greek Mythology (Latinized)
Glaukos,m,Greek Mythology
Glaw,"m, f",Welsh
Gleb,m,"Russian, Ukrainian"
Glen,m,"English, Scottish"
Glenda,f,"English, Welsh"
Glendower,m,Welsh
Glenice,f,Welsh
Glenn,m,"English, Scottish"
Glenna,f,"English, Scottish"
Glennis,f,Welsh
Glenys,f,Welsh
Gligor,m,Macedonian
Glooscap,m,New World Mythology
Gloria,f,"English, German, Italian, Portuguese, Spanish"
Gloriana,f,English (Rare)
Glorinda,f,Esperanto
Glory,f,English (Rare)
Gluke,f,Yiddish
Glukel,f,Yiddish
Glykeria,f,Greek
Glyn,m,Welsh
Glyndwr,m,Welsh
Glynis,f,Welsh
Glynn,m,Welsh
Gláucia,f,Portuguese
Gláucio,m,Portuguese
Glædwine,m,Anglo-Saxon
Gnaeus,m,Ancient Roman
Gobind,m,"Hindi, Indian (Sikh)"
Gobinda,m,Bengali
Gobinet,f,Irish
Gobnait,f,Irish
Gobnata,f,History
Gobnet,f,Irish
Gobán,m,Irish
Gocha,m,Georgian
Godafrid,m,Ancient Germanic
Godascalc,m,Ancient Germanic
Goddard,m,English (Rare)
Godefroy,m,French
Godehard,m,Ancient Germanic
Godelieve,f,Dutch
Godeliva,f,Ancient Germanic
Godfrey,m,English
Godfried,m,Dutch
Godgifu,f,Anglo-Saxon
Godiva,f,Anglo-Saxon (Latinized)
Godofredo,m,"Portuguese, Spanish"
Godric,m,Anglo-Saxon
Godtfred,m,Norwegian
Godwine,m,Anglo-Saxon
Goffredo,m,Italian
Gofraidh,m,Irish
Goga,m,Georgian
Gohar,f,Armenian
Goibniu,m,Irish Mythology
Goizane,f,Basque
Goizargi,f,Basque
Goizeder,f,Basque
Gol,f,Persian
Golbahar,f,Persian
Golda,f,Yiddish
Goldie,f,"English, Yiddish"
Goliath,m,Biblical
Golnar,f,Persian
Golnara,f,Tatar
Golnaz,f,Persian
Golshan,"m, f",Persian
Golyat,m,Biblical Hebrew
Golzar,"m, f",Persian
Goma,m,Ancient Germanic
Gomer,"m, f",Biblical
Gomes,m,Medieval Portuguese
Gona,f,Kurdish
Gonca,f,Turkish
Gonzalo,m,Spanish
Gonçal,m,Catalan
Gonçalo,m,Portuguese
Goodwin,m,English (Rare)
Gopal,m,"Bengali, Hindi, Indian, Kannada, Marathi, Nepali, Tamil, Telugu"
Gopala,m,Hinduism
Gopinath,m,"Indian, Malayalam, Tamil"
Gopinatha,m,Hinduism
Goraidh,m,Scottish
Goran,m,"Croatian, Macedonian, Serbian, Slovene"
Goranka,f,"Croatian, Serbian"
Gord,m,English
Gordan,m,"Croatian, Macedonian, Serbian"
Gordana,f,"Croatian, Macedonian, Serbian"
Gorden,m,English
Gordian,m,History
Gordianus,m,Ancient Roman
Gordie,m,English
Gordon,m,"English, Scottish"
Gordy,m,English
Gore,m,English (Rare)
Goretti,f,Various
Gorgi,m,Macedonian
Gorica,f,Macedonian
Gorka,m,Basque
Gormflaith,f,Irish
Gormlaith,f,"Irish, Scottish"
Goro,m,Japanese
Goronwy,m,"Welsh, Welsh Mythology"
Gorou,m,Japanese
Gosia,f,Polish
Gosse,m,"English (Rare), Medieval French"
Gostislav,m,Medieval Slavic
Gotam,m,"Hindi (Rare), Indian"
Gotama,m,Hinduism
Goteleib,m,Ancient Germanic
Gottfrid,m,Swedish
Gottfried,m,German
Gotthard,m,German
Gotthilf,m,German (Rare)
Gotthold,m,German (Rare)
Gottlieb,m,German (Rare)
Gottlob,m,German (Rare)
Gottschalk,m,German (Archaic)
Gotzon,m,Basque
Gotzone,f,Basque
Govad,m,Persian Mythology
Govannon,m,Welsh Mythology
Govind,m,"Hindi, Indian, Kannada, Malayalam, Marathi"
Govinda,m,"Hinduism, Indian, Kannada, Malayalam, Marathi"
Gowri,f,"Indian, Kannada, Tamil"
Goyathlay,m,"Apache, Native American"
Goyo,m,Spanish
Gozzo,m,Ancient Germanic
Grace,f,English
Gracelyn,f,English (Modern)
Gracia,f,Spanish
Graciana,f,"Portuguese, Spanish"
Graciano,m,"Portuguese, Spanish"
Gracie,f,English
Graciela,f,Spanish
Gracja,f,Polish
Gracjan,m,Polish
Gracília,f,Portuguese
Grady,m,"English, Irish"
Graeme,m,"English (Rare), Scottish"
Graham,m,"English, Scottish"
Grahame,m,"English (Rare), Scottish"
Grania,f,Irish
Grant,m,"English, Scottish"
Granville,m,English
Granya,f,Irish
Gratia,f,German
Gratian,m,History
Gratiana,f,Ancient Roman
Gratianus,m,Ancient Roman
Gratien,m,French
Gray,"m, f",English
Grayson,m,English (Modern)
Grazia,f,Italian
Graziana,f,Italian
Graziano,m,Italian
Graziella,f,Italian
Graça,f,Portuguese
Grażyna,f,Polish
Greer,"m, f","English (Rare), Scottish"
Greet,f,"Dutch, Limburgish"
Greetje,f,Dutch
Greg,m,English
Grega,m,Slovene
Greger,m,Swedish
Gregers,m,"Danish, Norwegian"
Gregg,m,English
Gregor,m,"German, Scottish, Slovak, Slovene"
Gregorio,m,"Italian, Spanish"
Gregorios,m,"Greek, Late Greek"
Gregorius,m,Late Greek (Latinized)
Gregory,m,English
Greig,m,Scottish
Grenville,m,English (Rare)
Gresham,m,English (Rare)
Greta,f,"English, German, Swedish"
Gretchen,f,"English, German"
Grete,f,"Danish, German, Norwegian"
Gretel,f,German
Grethe,f,"Danish, Norwegian"
Gretta,f,English
Grey,"m, f",English (Rare)
Greyson,m,English (Modern)
Grga,m,Croatian
Grgur,m,Croatian
Grid,f,Norse Mythology
Grier,m,"English (Rare), Scottish"
Griet,f,Dutch
Griffin,m,English
Griffith,m,Welsh
Grigol,m,Georgian
Grigor,m,"Armenian, Bulgarian, Macedonian, Welsh"
Grigore,m,Romanian
Grigori,m,Russian
Grigorii,m,"Medieval Slavic, Russian"
Grigorijs,m,Latvian
Grigoriy,m,Russian
Grigory,m,Russian
Grimhilt,f,"Ancient Germanic, Germanic Mythology"
Griogair,m,Scottish
Griselda,f,"English, Literature, Scottish, Spanish"
Grisha,m,Russian
Grishma,f,"Indian, Marathi"
Grizel,f,Scottish
Gro,f,Norwegian
Gronw,m,Welsh
Grosvenor,m,English (Rare)
Grover,m,English
Grozda,f,"Bulgarian, Macedonian"
Grozdan,m,"Bulgarian, Macedonian"
Grozdana,f,"Bulgarian, Croatian, Macedonian"
Gruffud,m,Welsh
Gruffudd,m,Welsh
Gruffydd,m,Welsh
Grusha,f,Russian
Grwn,m,Welsh
Gry,f,"Danish, Norwegian, Swedish"
Grzegorz,m,Polish
Gráinne,f,"Irish, Irish Mythology"
Gréagóir,m,Irish
Grégoire,m,French
Gréta,f,"Hungarian, Icelandic"
Grímhildr,f,"Ancient Scandinavian, Norse Mythology"
Gróa,f,"Icelandic, Norse Mythology"
Guadalupe,"m, f",Spanish
Gualberto,m,Portuguese
Gualterio,m,Spanish (Rare)
Gualtiero,m,Italian
Guanting,"m, f",Chinese
Guanyu,"m, f",Chinese
Guarin,m,Medieval French
Guda,m,Arabic
Gudbrand,m,"Danish, Norwegian"
Gudmund,m,"Danish, Norwegian, Swedish"
Gudrun,f,"Danish, German, Norse Mythology, Norwegian, Swedish"
Guendolen,f,English (Rare)
Guenevere,f,Arthurian Romance
Guenièvre,f,French (Rare)
Guerino,m,Italian
Guglielmo,m,Italian
Guido,m,"German, Italian"
Guifré,m,Catalan
Guilherme,m,Portuguese
Guillaume,m,French
Guillem,m,Catalan
Guillermo,m,Spanish
Guinevere,f,Arthurian Romance
Guiomar,"m, f","Arthurian Romance, Portuguese, Spanish"
Guiscard,m,Medieval French
Guiying,"m, f",Chinese
Gul,"m, f","Pashto, Urdu"
Gulbadan,f,Urdu (Rare)
Gulbahar,"m, f",Urdu
Gulbrand,m,"Danish (Rare), Norwegian (Rare)"
Gulbrandr,m,Ancient Scandinavian
Gulisa,f,Georgian
Gulistan,f,Kurdish
Gull,f,"Danish, Norwegian, Swedish"
Gulla,f,Ancient Scandinavian
Gulnar,f,"Azerbaijani, Kazakh"
Gulnara,f,"Azerbaijani, Kazakh, Kyrgyz"
Gulnaz,f,"Georgian, Kazakh, Urdu"
Gulnora,f,Uzbek
Gulrukh,f,Urdu
Gulshan,m,"Hindi, Indian, Urdu"
Gulzar,"m, f",Urdu
Gumarich,m,Ancient Germanic
Gun,f,Swedish
Gunborg,f,Swedish
Gunda,f,"Ancient Germanic, Danish, German, Norwegian, Swedish"
Gundahar,m,"Ancient Germanic, Germanic Mythology"
Gundhram,m,Ancient Germanic
Gundisalvus,m,Ancient Germanic (Latinized)
Gundula,f,German
Gunhild,f,"Danish, Norwegian, Swedish"
Gunhilda,f,Scandinavian (Rare)
Gunilla,f,Swedish
Gunn,f,Norwegian
Gunna,f,"Ancient Scandinavian, Danish"
Gunnar,m,"Danish, Norse Mythology, Norwegian, Swedish"
Gunnarr,m,"Ancient Scandinavian, Norse Mythology"
Gunnbjörg,f,Ancient Scandinavian
Gunne,m,"Norwegian, Swedish"
Gunnel,f,Swedish
Gunnhild,f,"Danish, Norwegian"
Gunnhildr,f,Ancient Scandinavian
Gunnhildur,f,Icelandic
Gunni,m,Ancient Scandinavian
Gunnr,f,Norse Mythology
Gunnvor,f,Norwegian
Gunnvör,f,Ancient Scandinavian
Gunter,m,German
Gunther,m,German
Guntram,m,German
Guntur,m,Indonesian
Gunvor,f,"Danish, Norwegian, Swedish"
Guo,"m, f",Chinese
Gurdeep,"m, f",Indian (Sikh)
Gurgen,m,"Armenian, Georgian"
Gurmeet,"m, f",Indian (Sikh)
Gurutz,m,Basque
Gurutze,f,Basque
Gus,m,"English, Greek, Scottish"
Gussie,f,English
Gusta,f,Dutch
Gustaaf,m,Dutch
Gustaf,m,"German, Swedish"
Gustav,m,"Danish, German, Norwegian, Swedish"
Gustave,m,French
Gustavo,m,"Italian, Portuguese, Spanish"
Gustavs,m,Latvian
Gustaw,m,Polish
Gusti,m,"Balinese, Indonesian"
Gusztáv,m,Hungarian
Guto,m,Welsh
Gutxi,m,Basque
Guus,m,Dutch
Guy,m,"English, French"
Guálter,m,Portuguese
Guðbrandr,m,Ancient Scandinavian
Guðfriðr,m,Ancient Scandinavian
Guðlaug,f,"Ancient Scandinavian, Icelandic"
Guðleif,f,Ancient Scandinavian
Guðleifr,m,Ancient Scandinavian
Guðmundr,m,Ancient Scandinavian
Guðríðr,f,Ancient Scandinavian
Guðrún,f,"Ancient Scandinavian, Icelandic, Norse Mythology"
Gvidas,m,Lithuanian
Gwalchmei,m,Welsh Mythology
Gwallter,m,Welsh
Gwandoya,m,"Eastern African, Ganda"
Gwawr,f,Welsh
Gwen,f,"English, Welsh"
Gwenaël,m,"Breton, French"
Gwenaëlle,f,"Breton, French"
Gwenda,f,"English, Welsh"
Gwendolen,f,Welsh
Gwendoline,f,"English (British), French, Welsh"
Gwendolyn,f,"English, Welsh"
Gweneth,f,Welsh
Gwenevere,f,English (Rare)
Gwenfrewi,f,Welsh
Gwenhwyfar,f,"Arthurian Romance, Welsh Mythology"
Gwenith,f,Welsh
Gwenllian,f,Welsh
Gwenneg,m,Breton
Gwenneth,f,Welsh (Rare)
Gwenyth,f,Welsh
Gwil,m,Welsh
Gwilherm,m,Breton
Gwilim,m,Welsh
Gwillym,m,Welsh
Gwilym,m,Welsh
Gwladus,f,Welsh
Gwladys,f,Welsh
Gwrtheyrn,m,Ancient Celtic
Gwydion,m,Welsh Mythology
Gwyn,m,Welsh
Gwynedd,"m, f",Welsh
Gwyneira,f,Welsh
Gwyneth,f,"English (Modern), Welsh"
Gwynfor,m,Welsh
Gwynn,m,Welsh
Gwythyr,m,Welsh
Gyatso,m,Tibetan
Gyda,f,Danish
Gyeong,"m, f",Korean
Gyeong-hui,f,Korean
Gyeong-ja,f,Korean
Gyeong-suk,f,Korean
Gyles,m,English (Rare)
Gyneth,f,Literature
Gypsy,f,English (Rare)
Gytha,f,English (Archaic)
Gyula,m,Hungarian
Gyuri,m,Hungarian
Gyða,f,"Ancient Scandinavian, Icelandic"
Gyöngyi,f,Hungarian
György,m,Hungarian
Györgyi,f,Hungarian
Györgyike,f,Hungarian
Győző,m,Hungarian
Gábor,m,Hungarian
Gábriel,m,Hungarian
Gáspár,m,Hungarian
Gérald,m,French
Géraldine,f,French
Gérard,m,French
Géraud,m,French
Géza,m,Hungarian
Göker,m,Turkish
Gökhan,m,Turkish
Göksu,m,Turkish
Göran,m,Swedish
Gösta,m,Swedish
Göstav,m,Swedish (Archaic)
Gözde,f,Turkish
Gøran,m,Norwegian
Gül,f,Turkish
Gülay,f,Turkish
Gülbahar,f,Turkish
Gülden,f,Turkish
Güli̇stan,f,Turkish
Güli̇zar,f,Turkish
Gülnaz,f,Turkish
Gülten,f,Turkish
Gülşen,f,Turkish
Günay,f,"Azerbaijani, Turkish"
Günel,f,Azerbaijani
Günter,m,German
Günther,m,"German, Germanic Mythology"
Gürsel,m,Turkish
Güvenç,m,Turkish
Ha-jun,m,Korean
Ha-yun,f,Korean
Haakon,m,Norwegian
Haamid,m,Arabic
Habacuc,m,Biblical Latin
Habakkuk,m,Biblical
Habib,m,Arabic
Habiba,f,Arabic
Habibullah,m,Arabic
Hacer,f,Turkish
Hachiro,m,Japanese
Hachirou,m,Japanese
Hadad,m,Near Eastern Mythology
Hadar,"m, f",Hebrew
Hadas,f,Hebrew
Hadassah,f,"Biblical, Biblical Hebrew, Hebrew"
Hades,m,Greek Mythology (Latinized)
Hadewig,f,Ancient Germanic
Hadewych,f,Dutch
Hadi,m,"Arabic, Persian"
Hadia,f,Arabic
Hadii̇ye,f,Turkish
Hadil,f,Arabic
Hadiya,f,Arabic
Hadiyya,f,Arabic
Hadi̇,m,Turkish
Hadley,"m, f",English
Hadrian,m,History
Hadriana,f,Ancient Roman
Hadrianus,m,Ancient Roman
Hadrien,m,French
Hadufuns,m,Ancient Germanic
Hadya,f,Arabic
Hadyn,m,English (Rare)
Haerviu,m,Ancient Celtic
Haf,f,Welsh
Hafeez,m,Arabic
Hafiz,m,Arabic
Hafsa,f,Arabic
Hafsah,f,Arabic
Hafza,f,Arabic
Hagano,m,"Ancient Germanic, Germanic Mythology"
Hagar,f,"Biblical, Biblical Hebrew"
Hagen,m,"Danish, German, Germanic Mythology"
Haggai,m,Biblical
Haggith,f,Biblical
Hagir,f,Arabic
Hagit,f,Hebrew
Hagne,f,Ancient Greek
Hagop,m,Armenian
Hai,"m, f",Chinese
Haidar,m,Arabic
Haidee,f,Literature
Haider,m,Arabic
Haifa,f,Arabic
Haig,m,Armenian
Haik,m,Armenian
Hailee,f,English (Modern)
Hailey,f,English (Modern)
Hailie,f,English (Modern)
Hailwic,f,Ancient Germanic
Haim,m,Hebrew
Haimo,m,Ancient Germanic
Haizea,f,Basque
Hajar,f,Arabic
Hajna,f,Hungarian
Hajnal,f,Hungarian
Hajnalka,f,Hungarian
Hajni,f,Hungarian
Hakan,m,Turkish
Hakeem,m,Arabic
Hakim,m,Arabic
Hakob,m,Armenian
Hal,m,English
Hala,f,Arabic
Halcyon,f,Various
Halcyone,f,Greek Mythology (Latinized)
Haldor,m,Norwegian
Hale,f,Turkish
Hale,m,English
Haleigh,f,English (Modern)
Haley,f,English (Modern)
Halil,m,Albanian
Halim,m,Arabic
Halima,f,Arabic
Halina,f,Polish
Hali̇de,f,Turkish
Hali̇l,m,Turkish
Hali̇m,m,Turkish
Hali̇me,f,Turkish
Hali̇t,m,Turkish
Halkyone,f,Greek Mythology
Hall,m,English
Hallam,m,English (Rare)
Hallbjörn,m,"Ancient Scandinavian, Icelandic"
Halldor,m,Norwegian
Halldór,m,Icelandic
Halldóra,f,Icelandic
Halle,f,English (Modern)
Halle,m,Norwegian
Halli,m,Ancient Scandinavian
Hallie,f,English
Hallr,m,Ancient Scandinavian
Hallsteinn,m,Ancient Scandinavian
Hallvard,m,Norwegian
Hallvarðr,m,Ancient Scandinavian
Hallþóra,f,Ancient Scandinavian
Hallþórr,m,Ancient Scandinavian
Halstein,m,Norwegian
Halsten,m,Swedish
Haluk,m,Turkish
Halvar,m,Swedish
Halvard,m,Norwegian
Halvdan,m,Norwegian
Halvor,m,Norwegian
Halyna,f,Ukrainian
Ham,m,Biblical
Hamed,m,"Arabic, Persian"
Hameed,m,Arabic
Hamid,m,"Arabic, Persian"
Hamida,f,Arabic
Hamide,f,Persian
Hamilcar,m,"Ancient Near Eastern (Latinized), History"
Hamilton,m,English
Hamish,m,Scottish
Hami̇de,f,Turkish
Hami̇t,m,Turkish
Hamlet,m,"Armenian, Literature"
Hammond,m,English (Rare)
Hammurabi,m,"Ancient Near Eastern, History"
Hamnet,m,English (Archaic)
Hamo,m,Medieval English
Hamon,m,Medieval English
Hampus,m,Swedish
Hamza,m,Arabic
Hana,f,"Arabic, Bosnian, Croatian, Czech, Japanese, Korean, Slovak"
Hanaa,f,Arabic
Hanae,f,Japanese
Hanako,f,Japanese
Hanan,f,Arabic
Hanan,m,Biblical
Hananiah,m,Biblical
Hananias,m,Biblical Greek
Handan,f,Turkish
Hande,f,Turkish
Haneul,"m, f",Korean
Hanga,f,Hungarian
Hani,m,Arabic
Hania,f,"Arabic, Polish"
Hanif,m,Arabic
Hanifa,f,Arabic
Haniyah,f,Arabic
Haniyya,f,Arabic
Hani̇fe,f,Turkish
Hank,m,English
Hanke,m,Dutch
Hankin,m,Medieval English
Hann,m,Medieval English
Hanna,f,"Belarusian, Danish, Dutch, Finnish, German, Hungarian, Icelandic, Norwegian, Polish, Swedish, Ukrainian"
Hannah,f,"Biblical, Dutch, English, French, German, Hebrew, Swedish"
Hannas,m,Biblical Greek
Hanne,f,"Danish, German, Norwegian, Swedish"
Hanne,"m, f","Danish, Dutch, German, Norwegian"
Hannele,f,Finnish
Hannelore,f,German
Hannes,m,"Dutch, Finnish, German, Swedish"
Hannibal,m,"Ancient Near Eastern (Latinized), History"
Hannie,f,Dutch
Hannu,m,Finnish
Hans,m,"Danish, Dutch, German, Norwegian, Swedish"
Happy,"m, f",English (Rare)
Haralamb,m,Romanian
Haralambi,m,Bulgarian
Harald,m,"Danish, German, Norwegian, Swedish"
Haraldr,m,Ancient Scandinavian
Haraldur,m,Icelandic
Haran,m,"Biblical, Biblical Hebrew"
Hardeep,m,Indian (Sikh)
Harding,m,English
Hardman,m,Ancient Germanic
Hardmod,m,Ancient Germanic
Harduwich,m,Ancient Germanic
Hardwin,m,Ancient Germanic
Hardy,m,English
Harendra,m,"Hindi, Indian"
Hari,m,"Hindi, Hinduism, Indian, Kannada, Malayalam, Marathi, Nepali, Tamil, Telugu"
Haribert,m,Ancient Germanic
Hariman,m,Ancient Germanic
Harinder,"m, f",Indian (Sikh)
Haris,m,"Arabic, Bosnian, Urdu"
Haris,"m, f",Greek
Harish,m,"Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Tamil, Telugu"
Harisha,m,Hinduism
Harith,m,Arabic
Hariwald,m,Ancient Germanic
Hariwini,m,Ancient Germanic
Harkaitz,m,Basque
Harlan,m,English
Harland,m,English
Harley,"m, f",English
Harlow,"m, f",English
Harm,m,Dutch
Harmon,m,English
Harmonia,f,Greek Mythology
Harmonie,f,English (Rare)
Harmony,f,English
Harold,m,English
Haroldo,m,"Portuguese, Spanish"
Haroon,m,Urdu
Haroun,m,Arabic
Harper,"m, f",English
Harri,m,"Finnish, Welsh"
Harriet,f,English
Harriett,f,English
Harrietta,f,English (Rare)
Harriette,f,English
Harris,m,English
Harrison,m,English
Harry,m,English
Harsh,m,"Gujarati, Hindi, Indian, Marathi"
Harsha,m,"Indian, Kannada, Sanskrit, Telugu"
Harshad,m,"Hindi, Indian, Marathi"
Harshada,f,"Hindi, Indian, Marathi"
Harshal,m,"Gujarati, Indian, Marathi"
Harta,m,Indonesian
Hartley,m,English
Hartmann,m,German
Hartmut,m,"Ancient Germanic, German"
Hartwig,m,"Ancient Germanic, German"
Hartwin,m,"Ancient Germanic, German (Rare)"
Haru,"m, f",Japanese
Haruka,"m, f",Japanese
Haruki,m,Japanese
Haruko,f,Japanese
Harun,m,"Arabic, Bosnian, Turkish"
Haruna,f,Japanese
Haruto,m,Japanese
Harve,m,English
Harvey,m,English
Harvie,m,English
Hasan,m,"Arabic, Bengali, Indonesian, Persian, Punjabi, Turkish, Urdu"
Hasdrubal,m,"Ancient Near Eastern (Latinized), History"
Hashim,m,Arabic
Hasib,m,Arabic
Hasim,m,Arabic
Hasi̇p,m,Turkish
Haskel,m,Yiddish
Hasna,f,Arabic
Hassan,m,"Arabic, Persian, Urdu"
Hasse,m,Swedish
Hathor,f,Egyptian Mythology (Hellenized)
Hatim,m,Arabic
Hati̇ce,f,Turkish
Hatshepsut,f,Ancient Egyptian
Hattie,f,English
Hatty,f,English
Haukea,f,Hawaiian
Haul,m,Welsh
Haunani,f,Hawaiian
Haurvatat,f,Persian Mythology
Hava,f,Hebrew
Havel,m,"Czech, Slovak"
Haven,"m, f",English
Havilah,"m, f",Biblical
Havryil,m,Ukrainian
Havva,f,Turkish
Hawa,f,Arabic
Hayate,m,Japanese
Hayati̇,m,Turkish
Hayato,m,Japanese
Haydar,m,Turkish
Hayden,"m, f",English
Hayder,m,Arabic
Haydn,m,English (British)
Haydée,f,"French (Rare), Spanish"
Hayfa,f,Arabic
Hayim,m,Hebrew
Hayk,m,Armenian
Haylee,f,English (Modern)
Hayleigh,f,English (Modern)
Hayley,f,English (Modern)
Haylie,f,English (Modern)
Hayri̇,m,Turkish
Haytham,m,Arabic
Haywood,m,English
Hayyim,m,Hebrew
Hazael,m,Biblical
Hazan,f,Turkish
Haze,f,English (Rare)
Hazel,f,English
Haşi̇m,m,Turkish
He,"m, f",Chinese
Headley,m,English (Rare)
Heard,m,Anglo-Saxon
Heath,m,English
Heather,f,English
Heaven,f,English (Modern)
Hebe,f,Greek Mythology
Hebel,m,Hebrew
Heber,m,"Biblical, Irish"
Hecate,f,Greek Mythology (Latinized)
Heck,m,Scottish
Heckie,m,Scottish
Hector,m,"Arthurian Romance, English, French, Greek Mythology (Latinized)"
Hecuba,f,Greek Mythology (Latinized)
Hed,"m, f",Hebrew
Hedda,f,"Norwegian, Swedish"
Heddwyn,m,Welsh
Hedii̇ye,f,Turkish
Hedley,m,English (Rare)
Hedvig,f,"Danish, Norwegian, Swedish"
Hedviga,f,Slovak
Hedvika,f,"Czech, Slovene"
Hedwig,f,German
Hedy,f,"Dutch, German"
Hefin,m,Welsh
Hefina,f,Welsh
Hege,f,"Danish, Norwegian"
Heida,f,German
Heidi,f,"Danish, English, Finnish, German, Norwegian, Swedish"
Heidrun,f,"German, Norse Mythology"
Heike,"m, f","Dutch, Frisian, Low German"
Heikki,m,Finnish
Heiko,m,"Dutch, Frisian, Low German"
Heilwig,f,German (Rare)
Heilyn,m,Welsh
Heimirich,m,Ancient Germanic
Hein,m,Dutch
Heiner,m,German
Heino,m,"Danish, Dutch, Estonian, Finnish, German"
Heinrich,m,"Ancient Germanic, German"
Heinrike,f,German (Rare)
Heintje,f,Dutch
Heinz,m,German
Heitor,m,Portuguese
Heiðrún,f,"Icelandic, Norse Mythology"
Hekabe,f,Greek Mythology
Hekate,f,Greek Mythology
Hektor,m,Greek Mythology
Hel,f,Norse Mythology
Helah,f,Biblical
Helder,m,Portuguese
Heledd,f,Welsh
Heleen,f,Dutch
Heleena,f,Finnish
Heleentje,f,Dutch
Helen,f,"Danish, English, Greek Mythology (Anglicized), Norwegian, Swedish"
Helena,f,"Ancient Greek (Latinized), Croatian, Czech, Danish, Dutch, English, Estonian, Finnish, German, Greek Mythology (Latinized), Icelandic, Norwegian, Polish, Portuguese, Slovak, Slovene, Swedish"
Helene,f,"Ancient Greek, Danish, German, Greek Mythology, Norwegian, Swedish"
Helewidis,f,Ancient Germanic
Helfried,m,German
Helga,f,"Ancient Scandinavian, Danish, Dutch, German, Hungarian, Icelandic, Norwegian, Swedish"
Helge,m,"Danish, German, Norwegian, Swedish"
Helgi,m,Ancient Scandinavian
Heli,f,Finnish
Heli,m,"Biblical, Biblical Latin"
Helias,m,Biblical Latin
Heliodoro,m,"Portuguese, Spanish"
Heliodoros,m,Ancient Greek
Helios,m,Greek Mythology
Helka,f,Finnish
Hella,f,"Danish, German, Norwegian, Swedish"
Helladios,m,Late Greek
Helladius,m,Late Greek (Latinized)
Helle,f,"Danish, Greek Mythology"
Hellen,f,English
Hellä,f,Finnish
Helma,f,"Dutch, German"
Helmfrid,m,Ancient Germanic
Helmfried,m,German (Rare)
Helmi,f,"Finnish, Swedish"
Helmine,f,German
Helmo,m,Ancient Germanic
Helmold,m,Ancient Germanic
Helmut,m,"Ancient Germanic, German"
Helmuth,m,German
Heléna,f,Hungarian
Helēna,f,Latvian
Hema,f,"Hindi, Indian, Kannada, Marathi, Tamil"
Hemera,f,Greek Mythology
Hemi,m,Maori
Hemingr,m,Ancient Scandinavian
Hemming,m,"Danish, Norwegian, Swedish"
Hena,f,Yiddish
Henda,f,Yiddish
Hendel,f,Yiddish
Henderson,m,English
Hendrik,m,"Dutch, Estonian, German"
Hendrika,f,Dutch
Hendrikje,f,Dutch
Hendrina,f,Dutch
Hendry,m,Scottish
Hene,f,Yiddish
Heng,"m, f",Chinese
Hengist,m,Ancient Germanic
Henk,m,Dutch
Henna,f,Finnish
Hennie,"m, f",Dutch
